사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2025-12,1호선,0150,서울역,"2,139,266","2,033,765","285,273","269,301",2026-01-03 11:12:43
2025-12,1호선,0151,시청,"757,526","761,025","123,162","121,534",2026-01-03 11:12:43
2025-12,1호선,0152,종각,"1,169,643","1,114,545","185,655","171,213",2026-01-03 11:12:43
2025-12,1호선,0153,종로3가,"532,846","469,163","323,524","295,418",2026-01-03 11:12:43
2025-12,1호선,0154,종로5가,"498,106","489,492","257,349","250,684",2026-01-03 11:12:43
2025-12,1호선,0155,동대문,"268,677","260,411","135,572","133,695",2026-01-03 11:12:43
2025-12,1호선,0156,신설동,"315,831","303,373","127,075","122,587",2026-01-03 11:12:43
2025-12,1호선,0157,제기동,"237,506","228,264","260,338","280,931",2026-01-03 11:12:43
2025-12,1호선,0158,청량리(서울시립대입구),"444,639","441,089","301,014","302,847",2026-01-03 11:12:43
2025-12,1호선,0159,동묘앞,"159,800","165,315","151,749","154,303",2026-01-03 11:12:43
2025-12,2호선,0201,시청,"776,522","707,569","72,809","64,681",2026-01-03 11:12:43
2025-12,2호선,0202,을지로입구,"1,583,801","1,615,231","133,059","124,417",2026-01-03 11:12:43
2025-12,2호선,0203,을지로3가,"728,968","729,511","85,225","85,343",2026-01-03 11:12:43
2025-12,2호선,0204,을지로4가,"382,908","379,952","81,434","80,679",2026-01-03 11:12:43
2025-12,2호선,0205,동대문역사문화공원(DDP),"435,023","515,054","67,464","74,358",2026-01-03 11:12:43
2025-12,2호선,0206,신당,"383,643","406,379","98,557","101,115",2026-01-03 11:12:43
2025-12,2호선,0207,상왕십리,"376,492","368,773","73,922","74,682",2026-01-03 11:12:43
2025-12,2호선,0208,왕십리(성동구청),"463,488","427,821","61,261","56,615",2026-01-03 11:12:43
2025-12,2호선,0209,한양대,"344,962","370,603","15,906","17,294",2026-01-03 11:12:43
2025-12,2호선,0210,뚝섬,"711,688","744,323","72,272","71,937",2026-01-03 11:12:43
2025-12,2호선,0211,성수,"1,715,327","1,839,341","110,207","110,770",2026-01-03 11:12:43
2025-12,2호선,0212,건대입구,"1,146,662","1,201,189","108,026","112,317",2026-01-03 11:12:43
2025-12,2호선,0213,구의(광진구청),"749,759","736,055","132,893","133,642",2026-01-03 11:12:43
2025-12,2호선,0214,강변(동서울터미널),"758,582","690,840","124,365","118,310",2026-01-03 11:12:43
2025-12,2호선,0215,잠실나루,"350,294","337,564","99,708","98,672",2026-01-03 11:12:43
2025-12,2호선,0216,잠실(송파구청),"2,570,844","2,520,700","255,953","245,328",2026-01-03 11:12:43
2025-12,2호선,0217,잠실새내,"633,605","625,195","128,352","127,505",2026-01-03 11:12:43
2025-12,2호선,0218,종합운동장,"251,004","276,465","57,781","60,513",2026-01-03 11:12:43
2025-12,2호선,0219,삼성(무역센터),"1,734,254","1,696,150","145,294","135,573",2026-01-03 11:12:43
2025-12,2호선,0220,선릉,"1,449,962","1,268,619","260,590","229,004",2026-01-03 11:12:43
2025-12,2호선,0221,역삼,"1,320,249","1,491,414","155,711","158,757",2026-01-03 11:12:43
2025-12,2호선,0222,강남,"2,354,430","2,331,914","188,170","164,829",2026-01-03 11:12:43
2025-12,2호선,0223,교대(법원.검찰청),"755,413","913,328","175,037","210,019",2026-01-03 11:12:43
2025-12,2호선,0224,서초,"581,170","560,063","110,299","111,427",2026-01-03 11:12:43
2025-12,2호선,0225,방배,"437,408","450,108","86,849","85,668",2026-01-03 11:12:43
2025-12,2호선,0226,사당,"1,121,638","1,248,205","275,361","261,207",2026-01-03 11:12:43
2025-12,2호선,0227,낙성대(강감찬),"737,576","706,399","123,794","125,897",2026-01-03 11:12:43
2025-12,2호선,0228,서울대입구(관악구청),"1,249,968","1,200,142","197,578","186,331",2026-01-03 11:12:43
2025-12,2호선,0229,봉천,"589,359","543,952","167,691","167,176",2026-01-03 11:12:43
2025-12,2호선,0230,신림,"1,520,913","1,483,487","220,738","221,716",2026-01-03 11:12:43
2025-12,2호선,0231,신대방,"626,153","592,764","139,542","140,705",2026-01-03 11:12:43
2025-12,2호선,0232,구로디지털단지,"1,504,375","1,484,292","240,595","239,869",2026-01-03 11:12:43
2025-12,2호선,0233,대림(구로구청),"604,793","615,864","152,139","158,080",2026-01-03 11:12:43
2025-12,2호선,0234,신도림,"1,282,044","1,240,026","255,430","239,698",2026-01-03 11:12:43
2025-12,2호선,0235,문래,"610,866","635,935","97,565","97,328",2026-01-03 11:12:43
2025-12,2호선,0236,영등포구청,"588,329","611,747","120,297","119,780",2026-01-03 11:12:43
2025-12,2호선,0237,당산,"499,331","568,940","65,991","72,809",2026-01-03 11:12:43
2025-12,2호선,0238,합정,"958,696","1,056,224","77,764","79,792",2026-01-03 11:12:43
2025-12,2호선,0239,홍대입구,"2,326,666","2,506,305","114,074","110,914",2026-01-03 11:12:43
2025-12,2호선,0240,신촌,"1,079,062","1,091,088","141,665","140,173",2026-01-03 11:12:43
2025-12,2호선,0241,이대,"477,437","514,498","54,610","58,558",2026-01-03 11:12:43
2025-12,2호선,0242,아현,"276,334","258,162","72,298","71,205",2026-01-03 11:12:43
2025-12,2호선,0243,충정로(경기대입구),"261,004","282,726","51,525","51,581",2026-01-03 11:12:43
2025-12,2호선,0244,용답,"73,430","72,920","18,701","18,455",2026-01-03 11:12:43
2025-12,2호선,0245,신답,"42,160","48,625","10,326","10,624",2026-01-03 11:12:43
2025-12,2호선,0246,신설동,"87,083","84,575","35,866","38,080",2026-01-03 11:12:43
2025-12,2호선,0247,도림천,"30,624","31,628","9,937","10,938",2026-01-03 11:12:43
2025-12,2호선,0248,양천구청,"149,990","159,434","58,691","59,453",2026-01-03 11:12:43
2025-12,2호선,0249,신정네거리,"234,674","238,313","82,790","84,556",2026-01-03 11:12:43
2025-12,2호선,0250,용두(동대문구청),"52,739","50,804","22,915","24,453",2026-01-03 11:12:43
2025-12,3호선,0309,지축,"191,017","192,132","39,021","38,417",2026-01-03 11:12:43
2025-12,3호선,0310,구파발,"538,244","524,205","151,848","145,121",2026-01-03 11:12:43
2025-12,3호선,0311,연신내,"875,925","834,583","290,989","281,694",2026-01-03 11:12:43
2025-12,3호선,0312,불광,"354,968","373,131","159,919","176,692",2026-01-03 11:12:43
2025-12,3호선,0313,녹번,"380,360","344,310","88,656","87,486",2026-01-03 11:12:43
2025-12,3호선,0314,홍제,"406,550","383,797","159,242","156,037",2026-01-03 11:12:43
2025-12,3호선,0315,무악재,"93,762","89,663","35,155","37,444",2026-01-03 11:12:43
2025-12,3호선,0316,독립문,"172,962","181,145","74,939","75,828",2026-01-03 11:12:43
2025-12,3호선,0317,경복궁(정부서울청사),"713,570","725,011","100,445","95,898",2026-01-03 11:12:43
2025-12,3호선,0318,안국,"690,644","717,788","115,055","123,228",2026-01-03 11:12:43
2025-12,3호선,0319,종로3가,"274,380","310,346","77,847","88,422",2026-01-03 11:12:43
2025-12,3호선,0320,을지로3가,"365,850","350,234","58,153","53,854",2026-01-03 11:12:43
2025-12,3호선,0321,충무로,157,0,4,0,2026-01-03 11:12:43
2025-12,3호선,0322,동대입구,"303,928","335,941","46,716","50,983",2026-01-03 11:12:43
2025-12,3호선,0323,약수,"312,274","308,735","89,369","84,284",2026-01-03 11:12:43
2025-12,3호선,0324,금호,"192,826","178,987","58,673","57,508",2026-01-03 11:12:43
2025-12,3호선,0325,옥수,"213,343","220,179","67,250","67,620",2026-01-03 11:12:43
2025-12,3호선,0326,압구정,"840,950","907,930","156,900","156,358",2026-01-03 11:12:43
2025-12,3호선,0327,신사,"787,471","824,665","79,605","77,294",2026-01-03 11:12:43
2025-12,3호선,0328,잠원,"175,527","167,342","48,387","46,415",2026-01-03 11:12:43
2025-12,3호선,0329,고속터미널,"1,461,584","1,404,032","266,459","246,821",2026-01-03 11:12:43
2025-12,3호선,0330,교대(법원.검찰청),"421,878","237,155","104,747","58,070",2026-01-03 11:12:43
2025-12,3호선,0331,남부터미널(예술의전당),"831,489","830,988","146,911","147,268",2026-01-03 11:12:43
2025-12,3호선,0332,양재(서초구청),"976,910","1,038,266","179,002","180,260",2026-01-03 11:12:43
2025-12,3호선,0333,매봉,"301,391","292,897","89,350","84,041",2026-01-03 11:12:43
2025-12,3호선,0334,도곡,"155,349","155,841","36,259","34,436",2026-01-03 11:12:43
2025-12,3호선,0335,대치,"284,519","280,754","79,759","77,776",2026-01-03 11:12:43
2025-12,3호선,0336,학여울,"65,824","67,831","22,743","22,086",2026-01-03 11:12:43
2025-12,3호선,0337,대청,"265,377","245,707","69,466","67,291",2026-01-03 11:12:43
2025-12,3호선,0338,일원,"268,896","260,401","78,225","77,783",2026-01-03 11:12:43
2025-12,3호선,0339,수서,"453,621","451,243","136,190","131,804",2026-01-03 11:12:43
2025-12,3호선,0340,가락시장,"204,549","202,096","91,033","88,473",2026-01-03 11:12:43
2025-12,3호선,0341,경찰병원,"175,503","172,881","51,305","53,283",2026-01-03 11:12:43
2025-12,3호선,0342,오금,"159,208","141,748","37,873","35,844",2026-01-03 11:12:43
2025-12,4호선,0409,불암산,"211,656","176,068","84,689","83,475",2026-01-03 11:12:43
2025-12,4호선,0410,상계,"453,155","419,649","147,628","144,972",2026-01-03 11:12:43
2025-12,4호선,0411,노원,"538,630","618,465","123,029","121,097",2026-01-03 11:12:43
2025-12,4호선,0412,창동,"595,091","627,617","257,102","264,859",2026-01-03 11:12:43
2025-12,4호선,0413,쌍문,"699,028","638,554","201,958","199,499",2026-01-03 11:12:43
2025-12,4호선,0414,수유(강북구청),"859,364","863,328","214,081","215,929",2026-01-03 11:12:43
2025-12,4호선,0415,미아(서울사이버대학),"362,090","341,394","133,884","136,543",2026-01-03 11:12:43
2025-12,4호선,0416,미아사거리,"612,958","604,929","205,459","205,307",2026-01-03 11:12:43
2025-12,4호선,0417,길음,"527,707","525,225","136,388","135,081",2026-01-03 11:12:43
2025-12,4호선,0418,성신여대입구(돈암),"629,237","601,912","103,964","102,380",2026-01-03 11:12:43
2025-12,4호선,0419,한성대입구(삼선교),"375,732","361,881","83,203","81,798",2026-01-03 11:12:43
2025-12,4호선,0420,혜화,"1,108,491","1,104,362","151,248","147,786",2026-01-03 11:12:43
2025-12,4호선,0421,동대문,"421,561","444,687","160,537","157,113",2026-01-03 11:12:43
2025-12,4호선,0422,동대문역사문화공원(DDP),"582,701","504,291","77,152","68,060",2026-01-03 11:12:43
2025-12,4호선,0423,충무로,"822,215","853,933","136,281","138,861",2026-01-03 11:12:43
2025-12,4호선,0424,명동,"1,171,722","1,277,143","106,197","112,202",2026-01-03 11:12:43
2025-12,4호선,0425,회현(남대문시장),"693,480","736,883","225,474","228,743",2026-01-03 11:12:43
2025-12,4호선,0426,서울역,"344,268","682,739","46,616","68,102",2026-01-03 11:12:43
2025-12,4호선,0427,숙대입구(갈월),"426,680","418,709","62,478","58,951",2026-01-03 11:12:43
2025-12,4호선,0428,삼각지(전쟁기념관),"207,379","249,560","27,301","28,902",2026-01-03 11:12:43
2025-12,4호선,0429,신용산,"651,048","706,742","67,484","67,844",2026-01-03 11:12:43
2025-12,4호선,0430,이촌(국립중앙박물관),"305,223","324,604","65,639","68,773",2026-01-03 11:12:43
2025-12,4호선,0431,동작(현충원),"41,250","42,917","12,778","12,942",2026-01-03 11:12:43
2025-12,4호선,0432,총신대입구(이수),"437,326","477,466","176,087","185,829",2026-01-03 11:12:43
2025-12,4호선,0433,사당,"724,199","644,632","120,891","130,880",2026-01-03 11:12:43
2025-12,4호선,0434,남태령,"35,890","28,865","8,819","8,060",2026-01-03 11:12:43
2025-12,경부선,1001,서울역,"345,772","124,752","22,074","5,726",2026-01-03 11:12:43
2025-12,경부선,1002,남영,"253,929","268,503","40,359","41,449",2026-01-03 11:12:43
2025-12,경부선,1003,용산,"1,415,751","1,432,779","158,728","156,030",2026-01-03 11:12:43
2025-12,경부선,1004,노량진,"265,733","293,468","56,648","57,278",2026-01-03 11:12:43
2025-12,경부선,1005,대방,"244,648","284,902","64,871","68,958",2026-01-03 11:12:43
2025-12,경부선,1006,영등포,"1,069,097","1,086,796","350,356","350,154",2026-01-03 11:12:43
2025-12,경부선,1007,신도림,"90,242","97,573","26,472","32,273",2026-01-03 11:12:43
2025-12,경부선,1032,신길,"211,775","185,304","50,266","47,578",2026-01-03 11:12:43
2025-12,경부선,1701,구로,"414,856","428,890","119,212","116,215",2026-01-03 11:12:43
2025-12,경부선,1702,가산디지털단지,"439,212","517,167","42,635","48,815",2026-01-03 11:12:43
2025-12,경부선,1703,금천구청,"236,392","241,587","88,700","90,913",2026-01-03 11:12:43
2025-12,경부선,1704,석수,"196,677","178,891","54,999","51,766",2026-01-03 11:12:43
2025-12,경부선,1705,관악,"155,772","150,879","62,974","61,286",2026-01-03 11:12:43
2025-12,경부선,1706,안양,"578,027","559,923","148,361","153,362",2026-01-03 11:12:43
2025-12,경부선,1707,명학,"210,016","205,989","49,367","48,129",2026-01-03 11:12:43
2025-12,경부선,1708,금정,"708,660","725,330","156,507","158,911",2026-01-03 11:12:43
2025-12,경부선,1709,군포,"156,659","153,408","41,392","40,408",2026-01-03 11:12:43
2025-12,경부선,1710,의왕,"226,160","221,937","50,510","50,294",2026-01-03 11:12:43
2025-12,경부선,1711,성균관대,"408,736","397,527","75,433","75,492",2026-01-03 11:12:43
2025-12,경부선,1712,화서,"317,462","310,054","57,823","56,428",2026-01-03 11:12:43
2025-12,경부선,1713,수원,"1,102,273","1,167,623","191,566","195,101",2026-01-03 11:12:43
2025-12,경부선,1714,독산,"410,762","412,858","75,217","77,122",2026-01-03 11:12:43
2025-12,경부선,1715,세류,"91,233","83,739","20,117","19,627",2026-01-03 11:12:43
2025-12,경부선,1716,병점,"405,285","403,438","81,796","81,396",2026-01-03 11:12:43
2025-12,경부선,1717,세마,"88,278","83,543","18,420","17,470",2026-01-03 11:12:43
2025-12,경부선,1718,오산대,"100,326","91,350","20,353","19,433",2026-01-03 11:12:43
2025-12,경부선,1719,오산,"284,823","280,757","58,679","59,123",2026-01-03 11:12:43
2025-12,경부선,1720,진위,"39,691","35,147","10,051","9,905",2026-01-03 11:12:43
2025-12,경부선,1721,송탄,"117,568","112,970","24,552","24,276",2026-01-03 11:12:43
2025-12,경부선,1722,서정리,"225,191","212,873","40,989","39,835",2026-01-03 11:12:43
2025-12,경부선,1723,평택지제,"123,207","114,164","17,075","15,924",2026-01-03 11:12:43
2025-12,경부선,1724,평택,"344,690","339,073","80,129","78,187",2026-01-03 11:12:43
2025-12,경부선,1725,성환,"127,665","122,268","23,584","23,317",2026-01-03 11:12:43
2025-12,경부선,1726,직산,"25,407","25,312","5,947","5,540",2026-01-03 11:12:43
2025-12,경부선,1727,두정,"211,449","224,064","34,242","34,838",2026-01-03 11:12:43
2025-12,경부선,1728,천안,"158,853","149,931","62,147","60,778",2026-01-03 11:12:43
2025-12,경부선,1729,당정,"151,847","145,081","39,050","37,270",2026-01-03 11:12:43
2025-12,경부선,1749,서동탄,"36,237","30,289","8,070","7,351",2026-01-03 11:12:43
2025-12,경부선,1750,광명,"107,339","88,134","13,629","12,645",2026-01-03 11:12:43
2025-12,경인선,1801,개봉,"505,718","485,542","187,333","191,770",2026-01-03 11:12:43
2025-12,경인선,1802,오류동,"251,702","229,473","100,721","97,400",2026-01-03 11:12:43
2025-12,경인선,1803,역곡,"613,671","604,936","178,219","183,699",2026-01-03 11:12:43
2025-12,경인선,1804,부천,"717,728","715,708","266,435","269,443",2026-01-03 11:12:43
2025-12,경인선,1805,송내,"622,512","610,896","156,125","153,976",2026-01-03 11:12:43
2025-12,경인선,1806,부평,"743,918","785,089","178,715","179,110",2026-01-03 11:12:43
2025-12,경인선,1807,백운,"146,043","138,270","64,804","64,768",2026-01-03 11:12:43
2025-12,경인선,1808,동암,"342,528","345,239","121,265","122,533",2026-01-03 11:12:43
2025-12,경인선,1809,주안,"454,269","406,573","109,364","96,806",2026-01-03 11:12:43
2025-12,경인선,1810,제물포,"251,729","239,581","76,276","75,802",2026-01-03 11:12:43
2025-12,경인선,1811,동인천,"285,097","262,899","127,958","124,902",2026-01-03 11:12:43
2025-12,경인선,1812,인천,"74,504","58,756","36,136","33,808",2026-01-03 11:12:43
2025-12,경인선,1813,구일,"209,188","235,657","50,515","49,690",2026-01-03 11:12:43
2025-12,경인선,1814,소사,"176,390","169,160","70,077","70,108",2026-01-03 11:12:43
2025-12,경인선,1815,부개,"179,736","162,824","78,388","77,064",2026-01-03 11:12:43
2025-12,경인선,1816,간석,"124,107","115,801","52,246","50,558",2026-01-03 11:12:43
2025-12,경인선,1817,도원,"66,866","66,876","32,083","33,667",2026-01-03 11:12:43
2025-12,경인선,1821,온수(성공회대입구),"135,519","124,763","55,917","54,429",2026-01-03 11:12:43
2025-12,경인선,1822,중동,"190,124","172,755","87,843","86,457",2026-01-03 11:12:43
2025-12,경인선,1823,도화,"79,201","69,745","43,034","41,548",2026-01-03 11:12:43
2025-12,경원선,1008,이촌(국립중앙박물관),"87,642","70,831","35,231","29,330",2026-01-03 11:12:43
2025-12,경원선,1009,서빙고,"54,108","52,024","20,723","20,531",2026-01-03 11:12:43
2025-12,경원선,1010,한남,"81,683","84,897","27,966","26,269",2026-01-03 11:12:43
2025-12,경원선,1011,옥수,"1,513","1,076",172,96,2026-01-03 11:12:43
2025-12,경원선,1012,응봉,"36,724","30,445","17,563","15,676",2026-01-03 11:12:43
2025-12,경원선,1013,왕십리(성동구청),"462,904","459,439","91,014","91,313",2026-01-03 11:12:43
2025-12,경원선,1014,청량리(서울시립대입구),"409,641","407,691","164,813","170,642",2026-01-03 11:12:43
2025-12,경원선,1016,외대앞,"292,910","283,190","56,855","56,163",2026-01-03 11:12:43
2025-12,경원선,1017,신이문,"182,000","167,671","73,083","71,867",2026-01-03 11:12:43
2025-12,경원선,1018,석계,"164,734","186,994","65,109","69,775",2026-01-03 11:12:43
2025-12,경원선,1019,광운대,"199,643","191,314","61,203","59,354",2026-01-03 11:12:43
2025-12,경원선,1020,월계,"147,850","132,905","65,091","63,095",2026-01-03 11:12:43
2025-12,경원선,1021,녹천,"92,718","76,215","39,802","36,317",2026-01-03 11:12:43
2025-12,경원선,1022,창동,152,0,14,0,2026-01-03 11:12:43
2025-12,경원선,1901,방학,"188,076","182,883","121,969","119,552",2026-01-03 11:12:43
2025-12,경원선,1902,도봉,"102,391","95,487","77,167","76,341",2026-01-03 11:12:43
2025-12,경원선,1903,도봉산,"125,757","67,545","109,714","83,884",2026-01-03 11:12:43
2025-12,경원선,1904,망월사,"183,880","181,544","80,109","81,796",2026-01-03 11:12:43
2025-12,경원선,1905,회룡,"237,239","230,589","173,631","171,604",2026-01-03 11:12:43
2025-12,경원선,1906,의정부,"476,360","484,222","136,569","136,146",2026-01-03 11:12:43
2025-12,경원선,1907,가능,"133,713","127,150","63,348","62,585",2026-01-03 11:12:43
2025-12,경원선,1908,녹양,"91,937","87,807","43,574","41,414",2026-01-03 11:12:43
2025-12,경원선,1909,양주,"159,353","153,156","61,805","59,669",2026-01-03 11:12:43
2025-12,경원선,1910,덕계,"154,148","142,467","40,619","39,125",2026-01-03 11:12:43
